,0
238,0.018471228530796757
239,0.0015242134291287702
240,0.023853684538172003
241,7.490858547506715e-25
242,9.562271806266982e-05
243,0.002138872558038795
244,0.03691526477921398
245,0.00441310565534732
246,0.003364956040099303
247,0.050265267150040066
248,0.00906432222266144
249,0.028944000233662157
250,0.021521690346800265
251,0.0034545118549705665
252,0.017375865348669414
253,0.11850227438607329
254,0.008239652465429874
255,0.0041333577844657726
256,0.050558793080851115
257,0.00441310565534732
258,0.05856734428792501
259,0.014819016349773383
260,0.04193434008033432
261,3.582719601912764e-05
262,0.013335434268778023
263,0.08722293805730832
264,0.00441310565534732
265,0.12202635068491459
266,0.09280209017666807
267,0.0326878426930183
268,0.017464992768085642
269,0.029317552187945885
270,0.014878959410441593
271,0.0007252236046440807
272,0.011620910810196571
273,0.004930494762680861
274,0.06347502299429622
275,0.1466804256206944
276,0.05713522495430714
277,0.15058403265752368
278,0.028614309056504514
279,0.011616749955979902
280,0.017135738294464818
281,0.0001732279514928564
282,0.07937616544231793
283,0.05079289690762484
284,0.15506262314986624
285,0.07358052774745942
286,0.0040668673901253045
287,0.06686967790939433
288,0.006626346261736928
289,3.582719601912764e-05
290,0.025610824184940685
291,0.0016917012495429673
292,0.1304675644022825
293,0.017385250304894205
294,0.00917182953556025
295,0.005879803803327904
296,0.021022251208693818
297,0.014150141891806063
298,0.036760368491608575
299,0.004714602780614117
300,0.0033091577027490127
301,0.1380396501351341
302,0.007195686606375718
303,0.01950422058536608
304,0.04980729831341463
305,0.05200827248359154
306,0.008485054770497043
307,0.0035572584406081778
308,0.04947868991530282
309,0.004592831976919617
310,0.00943827255192228
311,0.004714602780614117
312,0.011634597069081728
313,8.167250489275318e-05
314,0.0396299552941083
315,0.00010833928700256659
316,0.003364956040099303
317,0.0024810838257616013
